loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,dti,delinq_2yrs,revol_util,total_acc,purpose,age,default
16177, 60 months,17.26,D,< 1 year,RENT,121032,7.17,1,38.71,20,debt_consolidation,40,0
28232, 36 months,22.71,B,7 years,RENT,40571,4.59,0,18.01,21,credit_card,45,0
33401, 36 months,11.03,E,6 years,RENT,77056,10.96,1,18.08,40,other,58,1
9548, 60 months,14.74,B,7 years,RENT,75065,11.56,0,55.06,25,debt_consolidation,68,1
23127, 36 months,5.07,A,10+ years,MORTGAGE,63732,7.76,0,24.59,20,debt_consolidation,44,1
7449, 36 months,22.2,C,1 year,RENT,13066,26.26,1,37.52,31,debt_consolidation,68,0
4940, 36 months,11.12,A,10+ years,MORTGAGE,89859,8.11,1,71.73,8,debt_consolidation,51,1
13002, 36 months,10.43,B,< 1 year,OTHER,65348,6.61,0,62.07,16,home_improvement,23,1
31093, 36 months,24.95,A,5 years,RENT,98115,4.33,1,33.0,25,debt_consolidation,72,0
24442, 36 months,16.69,B,9 years,OTHER,71953,3.46,0,4.96,28,debt_consolidation,35,1
17635, 36 months,7.46,D,7 years,RENT,66934,24.25,0,2.67,7,credit_card,61,1
10615, 36 months,10.31,A,2 years,OWN,76176,17.32,0,48.75,15,home_improvement,68,0
5815, 36 months,12.06,C,6 years,OTHER,35374,21.21,0,42.15,21,debt_consolidation,64,0
10206, 36 months,24.72,C,9 years,MORTGAGE,111743,24.17,0,79.64,3,credit_card,53,0
6191, 36 months,13.61,C,2 years,RENT,53738,12.0,0,8.2,27,debt_consolidation,36,0
7360, 36 months,9.6,C,10+ years,RENT,54123,28.25,0,84.99,38,debt_consolidation,55,1
24376, 36 months,16.39,D,7 years,RENT,103769,9.36,1,21.25,42,debt_consolidation,48,1
5511, 60 months,13.1,E,< 1 year,MORTGAGE,72420,5.14,0,35.07,30,credit_card,56,1
2610, 36 months,6.1,A,3 years,RENT,57906,18.36,0,85.99,15,debt_consolidation,39,0
19439, 36 months,22.22,E,9 years,OWN,77415,16.3,0,83.77,32,debt_consolidation,58,1
10744, 36 months,5.31,A,3 years,RENT,83780,16.29,0,51.49,30,major_purchase,47,1
16460, 36 months,22.97,C,10+ years,RENT,61450,24.14,0,8.17,4,other,73,1
5752, 60 months,20.84,C,4 years,RENT,92670,15.96,0,59.05,3,debt_consolidation,27,0
8139, 36 months,6.52,A,3 years,RENT,26883,17.82,0,76.17,44,debt_consolidation,60,0
15996, 36 months,19.47,A,9 years,OWN,72854,27.24,0,26.23,39,debt_consolidation,48,1
24460, 36 months,20.42,A,8 years,RENT,89008,17.4,0,18.31,19,debt_consolidation,52,0
15088, 36 months,17.05,A,2 years,RENT,83654,19.45,1,49.7,16,debt_consolidation,49,1
19418, 36 months,16.55,C,8 years,OWN,8000,2.24,0,74.93,6,credit_card,28,0
18743, 60 months,5.99,A,2 years,RENT,61202,48.47,0,50.49,13,debt_consolidation,52,0
10141, 36 months,6.19,E,9 years,MORTGAGE,28579,0.68,0,23.95,6,debt_consolidation,43,1
10507, 36 months,19.55,E,< 1 year,OWN,103573,10.15,0,86.89,7,credit_card,33,1
15474, 36 months,7.11,B,7 years,OWN,53280,9.87,0,87.2,38,debt_consolidation,70,0
2089, 36 months,9.84,A,1 year,RENT,100241,33.97,0,65.83,35,debt_consolidation,32,1
24303, 36 months,14.98,B,7 years,RENT,28489,9.59,0,7.43,36,debt_consolidation,43,1
21889, 36 months,8.28,E,10+ years,MORTGAGE,76719,18.98,0,23.21,5,debt_consolidation,40,0
11408, 36 months,20.8,B,7 years,MORTGAGE,65238,9.94,0,61.87,18,credit_card,45,0
13706, 36 months,21.15,A,4 years,RENT,147922,5.64,0,78.13,28,debt_consolidation,50,1
12175, 60 months,21.84,G,9 years,RENT,100338,20.13,0,47.43,26,debt_consolidation,55,1
23145, 36 months,5.99,C,2 years,RENT,98417,8.53,0,30.4,16,debt_consolidation,39,0
26830, 60 months,13.56,B,5 years,OWN,125834,16.87,1,88.45,20,credit_card,39,0
4694, 36 months,21.94,E,10+ years,RENT,73513,20.64,0,38.13,32,debt_consolidation,59,0
15052, 36 months,12.26,F,3 years,OTHER,62015,32.16,0,91.62,38,home_improvement,58,0
1468, 60 months,18.92,C,< 1 year,RENT,58594,3.64,1,53.23,43,major_purchase,52,0
16376, 36 months,16.78,B,4 years,OTHER,74834,13.62,0,61.43,32,debt_consolidation,49,0
9442, 36 months,11.94,C,5 years,RENT,8000,14.0,0,12.5,14,debt_consolidation,27,0
12417, 36 months,10.53,A,8 years,RENT,65070,15.01,0,26.76,41,debt_consolidation,51,1
16522, 36 months,18.05,C,8 years,RENT,71804,38.12,0,97.47,29,small_business,33,1
12006, 60 months,7.67,A,3 years,RENT,60324,13.44,0,71.87,35,debt_consolidation,24,1
14398, 36 months,22.2,C,8 years,OTHER,19073,0.0,0,47.71,18,debt_consolidation,53,1
27002, 60 months,16.53,D,1 year,OWN,60505,13.21,0,52.14,26,debt_consolidation,49,1
28550, 36 months,7.23,G,2 years,RENT,18989,13.93,0,8.78,24,debt_consolidation,49,1
1199, 36 months,19.07,E,6 years,OTHER,118213,12.83,0,78.33,33,debt_consolidation,60,1
13846, 36 months,13.62,A,7 years,RENT,57279,8.53,1,7.14,6,debt_consolidation,39,1
29794, 60 months,9.08,A,8 years,RENT,8000,3.11,0,38.7,25,credit_card,39,0
19035, 36 months,24.22,C,6 years,RENT,58805,34.44,0,41.07,11,debt_consolidation,30,0
7979, 60 months,19.39,B,1 year,OWN,91862,17.86,0,60.31,9,credit_card,25,1
21179, 36 months,16.86,A,7 years,MORTGAGE,70282,13.27,0,41.55,36,debt_consolidation,70,1
5927, 36 months,21.98,D,4 years,RENT,37584,34.15,0,96.07,25,debt_consolidation,36,1
1742, 36 months,15.88,B,2 years,MORTGAGE,44653,7.18,1,79.79,17,home_improvement,45,1
22502, 36 months,13.83,A,3 years,RENT,56395,20.42,0,95.93,31,credit_card,69,0
18514, 60 months,8.79,C,8 years,RENT,51810,3.76,0,51.87,3,credit_card,32,0
26721, 36 months,8.07,G,1 year,MORTGAGE,27213,21.76,1,30.22,41,debt_consolidation,30,1
12724, 36 months,13.64,D,6 years,MORTGAGE,62972,4.79,0,98.13,16,credit_card,59,0
30045, 36 months,14.12,A,< 1 year,OWN,24988,19.23,0,8.12,7,credit_card,40,1
15323, 36 months,19.67,C,7 years,RENT,93471,32.58,0,92.71,31,other,34,1
26092, 36 months,13.84,F,1 year,RENT,97133,15.84,0,9.58,38,credit_card,63,1
4409, 60 months,16.86,A,10+ years,MORTGAGE,34904,0.0,0,80.69,43,debt_consolidation,35,1
4303, 36 months,21.65,D,9 years,OWN,43501,15.32,0,77.99,34,home_improvement,21,1
27615, 36 months,24.87,D,9 years,RENT,52310,19.32,0,65.97,38,debt_consolidation,65,1
29355, 36 months,11.45,D,3 years,RENT,64054,23.11,1,78.26,16,debt_consolidation,73,1
33041, 36 months,23.04,A,8 years,MORTGAGE,72705,28.26,1,8.81,34,credit_card,70,1
12037, 36 months,21.12,F,1 year,RENT,78892,28.72,0,37.35,3,debt_consolidation,27,1
1757, 36 months,6.36,B,3 years,OWN,78192,13.82,0,33.65,42,debt_consolidation,46,0
34316, 36 months,11.68,A,1 year,OWN,111616,9.07,1,98.15,36,debt_consolidation,68,1
21446, 36 months,9.38,A,< 1 year,RENT,66811,4.93,0,47.25,30,debt_consolidation,55,0
9402, 60 months,18.29,C,4 years,OWN,25926,10.14,0,4.97,42,home_improvement,37,0
26970, 60 months,16.11,A,6 years,OWN,16725,19.29,1,25.93,24,credit_card,40,1
31732, 60 months,14.9,D,9 years,OWN,114074,2.86,0,84.41,16,credit_card,37,0
10683, 36 months,20.27,E,< 1 year,MORTGAGE,80290,6.66,0,89.16,25,major_purchase,55,0
27168, 36 months,11.67,A,4 years,OWN,71194,20.06,1,92.74,5,debt_consolidation,56,1
27776, 36 months,12.66,E,7 years,RENT,78470,9.18,0,14.41,42,credit_card,60,0
18057, 36 months,22.31,G,2 years,RENT,69808,18.33,0,68.81,24,debt_consolidation,36,1
22500, 36 months,24.44,A,8 years,OWN,77996,7.67,0,40.23,3,credit_card,59,1
10163, 36 months,20.53,D,6 years,RENT,53822,17.59,0,73.55,28,credit_card,44,0
32591, 60 months,9.34,G,6 years,MORTGAGE,96656,8.05,0,82.44,24,other,23,1
34425, 60 months,7.25,E,1 year,RENT,49254,0.0,1,26.13,44,credit_card,63,1
34354, 36 months,9.18,C,1 year,RENT,37901,23.6,0,50.03,35,debt_consolidation,26,0
26062, 36 months,13.46,E,9 years,RENT,14275,8.74,0,32.73,14,credit_card,21,0
2439, 36 months,9.73,D,9 years,MORTGAGE,57868,12.76,0,45.59,4,debt_consolidation,59,0
13459, 36 months,23.02,B,4 years,OWN,103025,8.78,0,29.06,21,debt_consolidation,25,0
16127, 60 months,18.41,A,6 years,OWN,51279,19.9,0,33.96,37,debt_consolidation,49,1
33634, 60 months,13.33,C,5 years,RENT,23644,18.0,0,27.23,33,debt_consolidation,39,0
19597, 36 months,10.48,B,5 years,MORTGAGE,73545,19.88,0,29.84,38,credit_card,71,1
19229, 36 months,12.61,B,7 years,MORTGAGE,45468,10.05,0,57.8,37,debt_consolidation,37,1
5989, 36 months,14.52,A,6 years,RENT,111448,14.55,0,60.03,24,debt_consolidation,26,1
27986, 36 months,19.28,E,1 year,MORTGAGE,97238,18.75,1,92.07,36,debt_consolidation,28,1
12433, 36 months,6.79,D,< 1 year,MORTGAGE,26873,28.91,0,39.06,37,debt_consolidation,74,1
4123, 36 months,21.98,B,9 years,RENT,59783,17.76,0,65.75,7,debt_consolidation,72,0
34580, 36 months,7.55,A,8 years,RENT,42342,5.97,0,96.55,8,credit_card,28,0
7462, 36 months,10.25,A,2 years,OWN,30185,17.41,0,46.64,12,credit_card,39,1
1551, 36 months,24.87,A,< 1 year,RENT,63322,13.52,0,77.92,42,debt_consolidation,22,1
3646, 36 months,8.8,C,2 years,MORTGAGE,89547,0.0,1,96.98,39,debt_consolidation,65,0
16385, 36 months,7.02,A,6 years,OWN,62549,0.0,1,78.98,5,debt_consolidation,69,1
4498, 60 months,17.77,G,6 years,RENT,49515,14.4,0,8.05,41,small_business,59,1
29650, 36 months,12.86,B,1 year,RENT,8000,15.16,0,19.31,4,debt_consolidation,48,0
18423, 36 months,6.84,A,1 year,OWN,45026,12.35,0,29.49,35,debt_consolidation,40,1
12012, 36 months,5.07,E,2 years,RENT,81554,22.96,0,68.62,25,debt_consolidation,36,0
1107, 36 months,6.58,B,4 years,RENT,24742,6.58,0,67.14,30,debt_consolidation,59,0
17313, 36 months,15.45,B,2 years,RENT,103477,2.52,2,13.72,33,debt_consolidation,51,1
6144, 36 months,9.62,A,5 years,MORTGAGE,47491,7.57,0,44.93,39,credit_card,46,0
34253, 36 months,20.55,D,< 1 year,RENT,70812,9.51,0,42.18,32,debt_consolidation,41,1
10897, 60 months,22.15,B,10+ years,RENT,53026,14.48,3,68.99,25,credit_card,60,1
17145, 36 months,7.9,E,9 years,MORTGAGE,29710,7.82,1,26.09,26,debt_consolidation,74,0
1633, 36 months,11.74,D,3 years,RENT,78209,0.0,0,23.78,43,debt_consolidation,27,0
5451, 60 months,7.93,E,8 years,OWN,47060,0.0,0,59.67,35,debt_consolidation,62,0
8054, 36 months,10.73,C,5 years,RENT,40009,16.11,0,8.28,29,debt_consolidation,45,1
2758, 36 months,9.78,D,< 1 year,MORTGAGE,8000,4.84,1,66.89,28,debt_consolidation,56,1
25683, 60 months,20.74,D,3 years,RENT,104081,0.0,1,43.94,15,debt_consolidation,64,0
33144, 36 months,11.91,C,< 1 year,RENT,65184,20.62,0,53.63,38,credit_card,38,1
34502, 36 months,14.91,D,7 years,RENT,98197,28.91,1,80.2,33,home_improvement,31,1
10037, 36 months,18.48,D,8 years,MORTGAGE,83606,14.15,0,18.1,7,home_improvement,22,0
27817, 36 months,21.45,A,6 years,MORTGAGE,98193,17.42,0,20.99,36,debt_consolidation,73,0
18138, 60 months,11.02,D,< 1 year,RENT,48076,17.49,1,90.11,44,debt_consolidation,64,1
2559, 36 months,9.18,B,2 years,RENT,23826,0.0,1,74.1,33,debt_consolidation,59,0
4083, 36 months,24.57,C,5 years,RENT,87881,23.0,1,26.27,39,debt_consolidation,23,1
19624, 36 months,11.4,A,1 year,RENT,68906,26.16,0,72.07,35,debt_consolidation,70,0
15404, 36 months,18.42,A,1 year,RENT,51009,31.53,0,45.72,40,debt_consolidation,27,1
1284, 36 months,18.56,A,3 years,MORTGAGE,87281,11.06,1,61.73,27,credit_card,36,0
32623, 36 months,15.28,A,6 years,RENT,74244,4.78,1,78.66,18,debt_consolidation,52,0
25831, 60 months,9.57,A,< 1 year,MORTGAGE,84168,27.23,0,4.48,22,debt_consolidation,21,1
18082, 36 months,7.83,A,10+ years,RENT,34328,19.49,0,61.12,42,credit_card,61,1
34557, 36 months,14.74,C,5 years,MORTGAGE,94328,22.87,0,33.85,32,home_improvement,71,1
34018, 36 months,15.22,B,1 year,RENT,64861,9.18,0,51.61,8,debt_consolidation,43,1
34114, 36 months,20.47,G,< 1 year,RENT,97546,17.44,0,36.38,19,debt_consolidation,27,1
9800, 36 months,19.2,E,10+ years,MORTGAGE,94048,5.52,1,94.1,6,debt_consolidation,52,1
30950, 36 months,23.24,A,6 years,RENT,85589,14.95,1,59.72,40,debt_consolidation,63,0
18154, 36 months,24.42,B,9 years,MORTGAGE,61666,11.87,2,84.66,19,debt_consolidation,73,0
25685, 36 months,19.56,B,8 years,MORTGAGE,86287,36.09,0,25.67,6,debt_consolidation,35,0
30224, 60 months,6.53,B,10+ years,OTHER,98324,19.94,2,36.46,42,debt_consolidation,36,1
6553, 36 months,13.1,C,9 years,MORTGAGE,83202,0.0,0,78.71,38,home_improvement,25,0
16240, 36 months,17.18,D,8 years,RENT,71078,14.99,1,23.44,43,debt_consolidation,23,0
5382, 36 months,16.8,D,9 years,RENT,86355,18.31,0,100.0,17,major_purchase,60,1
10502, 36 months,8.63,B,9 years,OWN,49229,10.73,0,66.01,23,debt_consolidation,32,0
15059, 36 months,16.66,D,2 years,RENT,110420,5.08,0,89.68,24,debt_consolidation,37,1
30086, 36 months,11.99,B,6 years,OWN,14545,20.94,0,10.45,34,debt_consolidation,45,1
30330, 60 months,11.78,E,10+ years,RENT,66032,6.35,0,41.38,37,debt_consolidation,25,0
14256, 36 months,21.68,G,9 years,OWN,52821,20.18,0,33.59,25,home_improvement,62,1
12192, 36 months,13.44,B,1 year,RENT,45773,5.59,0,97.1,25,debt_consolidation,51,1
19044, 60 months,15.55,E,1 year,RENT,74156,10.19,0,14.47,7,debt_consolidation,43,0
32003, 36 months,16.26,E,2 years,OTHER,31236,23.61,0,74.82,10,credit_card,33,1
34201, 36 months,16.26,C,8 years,MORTGAGE,129558,19.4,0,63.08,30,debt_consolidation,52,1
8709, 36 months,9.26,A,4 years,RENT,24437,15.28,1,85.14,22,credit_card,59,0
7340, 36 months,16.99,E,6 years,RENT,36462,14.73,0,97.73,9,major_purchase,51,0
25030, 36 months,11.69,B,1 year,MORTGAGE,33629,15.81,2,80.59,7,debt_consolidation,61,1
11247, 60 months,18.1,A,< 1 year,RENT,70955,7.88,0,25.22,30,debt_consolidation,47,0
7791, 36 months,7.91,C,8 years,OWN,95436,1.35,0,83.42,40,debt_consolidation,27,1
2056, 36 months,24.88,B,3 years,MORTGAGE,80780,20.12,0,52.68,13,home_improvement,29,1
14709, 36 months,20.44,A,< 1 year,RENT,109170,28.77,2,65.33,25,small_business,63,1
14322, 60 months,13.35,G,2 years,RENT,40182,20.44,0,28.04,14,home_improvement,24,0
20143, 36 months,11.03,A,3 years,RENT,84762,17.29,2,81.6,37,credit_card,45,1
7806, 60 months,12.76,C,4 years,RENT,55894,4.12,0,44.45,31,debt_consolidation,31,0
25288, 36 months,19.42,D,9 years,OWN,71842,22.89,0,80.84,17,credit_card,61,1
24121, 36 months,18.11,A,2 years,RENT,98260,19.33,0,42.73,22,credit_card,35,0
16719, 60 months,19.04,D,6 years,OTHER,14232,21.84,0,61.65,25,debt_consolidation,62,1
7164, 36 months,22.78,D,3 years,MORTGAGE,124730,24.31,0,10.3,37,credit_card,31,0
18236, 36 months,14.13,C,5 years,RENT,60643,29.27,0,9.25,23,credit_card,53,1
23943, 60 months,18.39,C,3 years,OWN,16801,4.97,0,95.3,31,major_purchase,31,1
13672, 36 months,13.83,F,3 years,RENT,44215,3.4,0,72.61,22,credit_card,46,1
9958, 36 months,17.76,F,6 years,RENT,68069,16.33,0,17.27,15,credit_card,53,0
18221, 36 months,14.5,A,6 years,OWN,44208,6.7,0,59.77,28,major_purchase,29,0
13077, 36 months,20.53,B,1 year,RENT,8000,5.14,0,78.12,35,debt_consolidation,45,1
14617, 36 months,5.11,C,1 year,RENT,67904,25.98,1,59.87,44,debt_consolidation,59,1
12861, 36 months,9.31,F,2 years,RENT,43348,5.92,0,44.84,5,major_purchase,34,0
11317, 36 months,10.93,E,9 years,RENT,84534,14.9,0,83.52,44,credit_card,23,0
25369, 60 months,23.91,B,3 years,OWN,32948,0.32,0,5.08,33,small_business,33,1
16648, 36 months,15.14,E,6 years,OTHER,132846,15.57,0,63.33,14,debt_consolidation,42,0
16861, 36 months,12.29,B,4 years,OWN,80409,25.65,0,47.3,19,debt_consolidation,28,1
23204, 36 months,13.09,B,3 years,OTHER,70904,25.92,1,64.82,31,debt_consolidation,64,0
13284, 60 months,14.04,C,< 1 year,OWN,83694,24.4,1,29.04,15,debt_consolidation,58,0
4435, 36 months,22.36,B,4 years,RENT,10355,14.29,0,16.25,17,credit_card,48,1
29989, 60 months,24.25,C,10+ years,MORTGAGE,50091,25.0,1,97.42,24,debt_consolidation,46,1
2893, 36 months,21.88,B,10+ years,RENT,118491,18.87,0,86.42,32,debt_consolidation,63,1
20446, 36 months,21.83,E,3 years,RENT,55396,11.05,1,90.89,41,credit_card,56,1
10037, 60 months,8.98,F,5 years,MORTGAGE,63115,18.44,0,76.88,38,credit_card,58,1
8270, 60 months,10.37,B,3 years,OWN,51005,22.97,1,6.49,13,debt_consolidation,41,0
2426, 36 months,16.92,C,10+ years,MORTGAGE,108935,3.05,1,62.79,11,debt_consolidation,21,0
31603, 36 months,18.12,D,6 years,RENT,57661,5.46,0,38.14,44,credit_card,25,1
15592, 36 months,9.05,A,10+ years,MORTGAGE,27445,13.71,0,33.43,42,debt_consolidation,60,1
12650, 36 months,19.93,E,9 years,RENT,142364,4.0,0,24.92,27,credit_card,65,0
26201, 60 months,9.0,C,3 years,RENT,23749,3.88,1,18.07,32,credit_card,26,1
2325, 60 months,10.26,A,5 years,MORTGAGE,62079,11.21,0,13.94,13,credit_card,23,1
20194, 36 months,11.14,E,6 years,RENT,39746,23.93,0,12.12,28,debt_consolidation,33,1
17816, 36 months,21.92,B,2 years,OWN,43952,23.76,0,71.16,32,credit_card,40,1
19816, 36 months,19.64,A,9 years,MORTGAGE,33205,17.89,0,93.04,15,debt_consolidation,30,1
5213, 36 months,15.61,A,6 years,MORTGAGE,48800,16.62,0,38.03,33,home_improvement,52,0
33386, 36 months,21.39,E,2 years,RENT,94521,33.79,0,10.6,18,debt_consolidation,69,0
9107, 36 months,21.26,F,5 years,RENT,8000,10.15,0,22.12,25,debt_consolidation,56,1
24067, 36 months,12.8,B,9 years,MORTGAGE,102824,17.17,1,74.7,4,credit_card,38,1
26401, 36 months,20.63,A,4 years,OWN,97652,9.7,1,34.85,8,debt_consolidation,47,0
12695, 60 months,9.12,A,7 years,OWN,80272,3.41,0,66.28,29,debt_consolidation,72,1
5445, 36 months,15.06,D,10+ years,RENT,68785,25.66,0,20.56,37,debt_consolidation,64,0
11086, 36 months,7.36,B,3 years,RENT,73299,12.25,0,75.68,26,home_improvement,29,0
28436, 36 months,13.54,B,10+ years,OTHER,107702,21.25,1,65.52,37,debt_consolidation,46,0
31820, 36 months,15.41,B,4 years,OWN,12626,12.78,0,22.22,36,debt_consolidation,25,1
32854, 36 months,6.6,C,6 years,MORTGAGE,86819,26.22,0,93.2,35,debt_consolidation,66,1
8694, 36 months,14.25,D,8 years,RENT,42615,6.02,0,52.27,37,debt_consolidation,58,0
21622, 36 months,18.03,C,< 1 year,RENT,89772,25.48,0,21.99,34,debt_consolidation,34,1
6135, 36 months,17.28,A,7 years,OWN,46592,23.05,0,56.67,37,debt_consolidation,61,1
25152, 60 months,6.09,C,6 years,MORTGAGE,86206,0.0,1,41.53,19,debt_consolidation,46,0
15139, 36 months,6.91,C,7 years,RENT,18545,10.35,0,91.71,19,credit_card,63,0
25261, 36 months,12.03,C,10+ years,RENT,14223,24.19,1,30.99,23,debt_consolidation,22,0
24294, 36 months,21.85,A,5 years,OWN,61608,29.74,0,88.63,25,other,44,0
34755, 60 months,22.4,A,10+ years,RENT,108066,21.44,0,74.24,30,debt_consolidation,52,1
17613, 36 months,11.19,C,6 years,RENT,81089,11.43,0,67.99,25,debt_consolidation,26,0
12612, 60 months,19.38,B,2 years,OWN,80873,6.28,0,18.38,9,debt_consolidation,42,1
18909, 36 months,16.55,C,7 years,RENT,90806,20.1,0,8.61,19,credit_card,60,1
6537, 36 months,24.67,B,2 years,OWN,53091,11.17,0,86.44,28,debt_consolidation,57,1
4799, 36 months,6.89,A,9 years,RENT,83322,11.55,0,57.05,4,debt_consolidation,26,0
18651, 36 months,15.96,D,1 year,MORTGAGE,47610,12.98,0,96.53,7,debt_consolidation,61,1
29063, 36 months,16.85,B,5 years,MORTGAGE,55580,22.94,0,51.64,42,debt_consolidation,60,0
19130, 36 months,11.15,A,9 years,MORTGAGE,59305,31.26,1,59.14,38,debt_consolidation,44,1
27585, 36 months,5.94,E,< 1 year,OWN,48634,24.24,0,99.71,27,debt_consolidation,65,0
7049, 36 months,6.04,B,5 years,OWN,63018,15.09,0,71.59,8,credit_card,53,0
16279, 36 months,14.07,F,5 years,RENT,57363,6.91,0,36.0,13,debt_consolidation,74,1
21845, 36 months,18.85,A,3 years,RENT,43770,21.01,0,82.78,35,debt_consolidation,60,1
12820, 36 months,19.0,E,7 years,RENT,60782,29.99,1,29.55,33,other,74,0
1480, 36 months,8.62,E,3 years,MORTGAGE,69658,24.03,0,52.51,12,credit_card,66,0
3497, 60 months,22.16,A,4 years,RENT,32004,16.87,0,23.79,5,other,39,1
32540, 36 months,12.54,C,3 years,RENT,77524,10.6,1,99.47,41,debt_consolidation,26,1
21574, 60 months,24.29,D,6 years,OWN,50190,18.11,0,93.45,33,debt_consolidation,55,1
9995, 36 months,7.36,C,9 years,OWN,70946,25.39,0,87.39,30,debt_consolidation,50,0
9799, 36 months,21.73,B,1 year,RENT,45041,17.09,1,40.11,39,small_business,74,0
2345, 60 months,23.17,F,4 years,RENT,96515,14.07,1,72.85,21,major_purchase,70,1
33122, 36 months,21.45,D,2 years,OWN,93683,8.81,1,26.08,7,debt_consolidation,21,0
4680, 36 months,21.18,G,2 years,MORTGAGE,33518,38.3,0,39.0,4,debt_consolidation,36,1
26821, 36 months,12.23,E,10+ years,OWN,80750,6.98,0,80.45,44,debt_consolidation,48,0
9168, 36 months,19.27,E,7 years,RENT,108388,6.15,0,5.64,28,home_improvement,54,0
12411, 36 months,16.59,D,10+ years,MORTGAGE,36555,16.48,0,4.95,34,debt_consolidation,42,0
10312, 36 months,13.49,D,6 years,RENT,38931,13.18,0,66.11,18,credit_card,36,0
29033, 36 months,24.86,E,7 years,RENT,87052,24.21,0,77.46,7,credit_card,45,0
2115, 36 months,10.81,C,7 years,RENT,25785,24.51,0,38.35,36,debt_consolidation,64,1
12977, 36 months,13.26,A,7 years,RENT,41675,4.07,0,67.47,36,credit_card,71,0
10498, 36 months,23.06,C,9 years,OWN,34560,8.2,0,90.3,36,debt_consolidation,61,0
10280, 36 months,10.78,A,3 years,OWN,87425,7.12,0,10.0,24,home_improvement,29,0
7560, 36 months,8.05,F,1 year,MORTGAGE,44227,22.06,1,83.05,31,debt_consolidation,72,0
32023, 36 months,11.2,D,5 years,OWN,56462,18.86,0,58.17,16,debt_consolidation,49,1
13873, 36 months,20.19,C,< 1 year,RENT,42550,11.66,0,42.24,14,debt_consolidation,58,0
15218, 36 months,22.2,A,< 1 year,OWN,99455,16.95,0,5.17,4,debt_consolidation,57,0
14095, 36 months,7.29,C,< 1 year,MORTGAGE,39218,4.86,0,38.41,10,credit_card,47,0
34327, 36 months,17.43,B,< 1 year,OWN,22772,8.32,0,79.39,21,credit_card,49,0
12526, 60 months,16.35,D,7 years,RENT,21596,3.3,0,54.2,23,major_purchase,50,1
12617, 36 months,18.38,C,6 years,OWN,85810,16.31,0,17.63,21,debt_consolidation,28,1
12149, 36 months,18.42,C,10+ years,OWN,87976,16.28,0,23.22,21,debt_consolidation,63,1
12116, 36 months,24.19,B,3 years,RENT,102457,6.14,0,84.76,12,debt_consolidation,37,0
4050, 60 months,11.93,C,3 years,MORTGAGE,27171,18.79,1,43.29,31,debt_consolidation,60,1
21545, 36 months,11.0,C,5 years,RENT,58064,24.51,0,9.55,21,debt_consolidation,22,1
1856, 36 months,16.62,E,8 years,RENT,137819,5.73,0,97.33,25,debt_consolidation,27,1
8682, 36 months,13.59,E,10+ years,MORTGAGE,55931,12.06,0,25.35,27,debt_consolidation,35,1
7871, 36 months,14.48,D,8 years,MORTGAGE,48098,19.62,1,79.65,23,other,37,0
10910, 60 months,6.39,B,5 years,OWN,64370,14.94,0,1.28,26,debt_consolidation,26,0
26726, 36 months,7.96,A,10+ years,OWN,80899,2.65,1,25.65,23,credit_card,57,1
21382, 36 months,23.71,F,1 year,OTHER,80397,11.03,0,33.71,18,debt_consolidation,24,0
34687, 36 months,6.37,G,5 years,RENT,46567,10.73,0,85.94,24,debt_consolidation,26,0
12940, 60 months,16.8,A,2 years,RENT,47449,13.47,0,74.79,31,credit_card,54,1
32569, 36 months,20.09,D,1 year,OWN,56106,13.85,0,30.8,39,major_purchase,56,1
2527, 60 months,5.24,B,4 years,RENT,43097,29.09,0,78.75,7,credit_card,56,0
18143, 36 months,9.45,A,8 years,OWN,27957,13.12,0,81.01,10,debt_consolidation,67,0
28160, 36 months,12.54,G,3 years,OTHER,119239,0.0,0,51.2,8,debt_consolidation,63,0
19082, 36 months,15.14,F,9 years,RENT,52792,15.82,1,50.79,3,home_improvement,40,1
32732, 36 months,11.83,G,6 years,RENT,54493,30.73,0,50.95,37,debt_consolidation,55,0
11695, 60 months,17.98,A,7 years,RENT,55427,13.5,1,16.74,12,credit_card,32,1
2133, 36 months,9.53,C,2 years,OWN,62585,11.06,0,81.27,15,debt_consolidation,65,0
27313, 36 months,5.51,E,9 years,MORTGAGE,78043,12.25,1,71.46,16,credit_card,67,0
3312, 36 months,5.03,D,2 years,OTHER,51044,20.26,0,84.94,39,debt_consolidation,51,1
27001, 36 months,11.91,B,4 years,OWN,99181,12.22,1,81.57,28,debt_consolidation,47,1
25936, 36 months,12.23,C,8 years,OTHER,82934,1.36,0,78.54,7,major_purchase,54,0
29705, 36 months,23.97,A,7 years,RENT,59273,8.95,1,78.04,38,debt_consolidation,65,0
17283, 36 months,5.9,C,3 years,RENT,45013,14.42,0,94.45,44,debt_consolidation,70,1
31447, 36 months,15.6,E,2 years,RENT,97548,19.82,3,60.54,32,debt_consolidation,25,1
6774, 36 months,16.56,A,4 years,MORTGAGE,60139,9.76,1,82.79,23,debt_consolidation,53,1
15767, 36 months,18.99,A,4 years,RENT,27717,12.33,0,80.13,44,debt_consolidation,32,0
5142, 36 months,17.77,C,< 1 year,RENT,95632,15.4,0,27.02,4,credit_card,24,1
27073, 36 months,5.16,C,2 years,RENT,43210,8.0,0,56.57,3,debt_consolidation,21,0
25285, 36 months,17.64,B,1 year,RENT,91055,14.17,0,72.97,35,debt_consolidation,26,0
